__run_id,__done,model,method,length,topic,execution_time,%cpu_usage,%gpu_usage,%memory_usage,codecarbon__energy_consumed,energy_consumed(J)
run_29_repetition_29,DONE,qwen2:1.5b,remote,1000,Academy Awards,9.818361,9.267,0.507,75.967,5.79E-06,2.09E+01
run_0_repetition_19,DONE,llama3.1:8b,local,100,"Princess Margaret, Countess of Snowdon",13.267736,3.683,99.761,68.4,1.16E-05,4.19E+01
run_19_repetition_12,DONE,phi3:3.8b,local,500,Angelina Jolie,43.086484,3.961,99.964,75.476,0.0001194471656,430.0097962
run_25_repetition_22,DONE,qwen2:1.5b,local,500,Bill Gates,19.802019,8.058,65.491,60.883,2.27E-05,8.15E+01
run_0_repetition_8,DONE,llama3.1:8b,local,100,"Diana, Princess of Wales",17.726555,17.38,68.923,73.51,2.01E-05,7.23E+01
run_34_repetition_10,DONE,qwen2:7b,remote,500,China,7.649651,11.1,0.78,59.3,2.08E-06,7.50E+00
run_10_repetition_8,DONE,gemma:2b,remote,500,Barack Obama,9.818085,10.067,0.859,65.567,5.81E-06,2.09E+01
run_16_repetition_4,DONE,gemma:7b,remote,500,John F. Kennedy,13.165716,4.617,0.247,68.383,1.14E-05,4.11E+01
run_22_repetition_5,DONE,phi3:3.8b,remote,500,COVID-19 pandemic,15.437281,3.15,0.254,62.462,1.51E-05,5.45E+01
run_34_repetition_24,DONE,qwen2:7b,remote,500,Mila Kunis,15.375282,5.312,0.157,54.7,1.51E-05,5.43E+01
run_12_repetition_16,DONE,gemma:7b,local,100,Ariana Grande,17.646189,3.26,56.123,81.73,1.96E-05,7.06E+01
run_0_repetition_5,DONE,llama3.1:8b,local,100,India,17.715603,4.38,66.599,73.48,1.93E-05,6.94E+01
run_8_repetition_5,DONE,gemma:2b,local,1000,Angelina Jolie,19.874295,3.442,97.435,60.733,2.27E-05,8.18E+01
run_21_repetition_8,DONE,phi3:3.8b,remote,100,Vietnam War,7.645388,13.7,1.267,58.1,2.09E-06,7.54E+00
run_37_repetition_24,DONE,mistral:7b,local,500,Scarlett Johansson,42.019967,2.819,98.864,72.059,0.0001237519598,445.5070551
run_0_repetition_0,DONE,llama3.1:8b,local,100,Selena Gomez,19.952832,3.408,59.865,72.667,2.26E-05,8.14E+01
run_20_repetition_15,DONE,phi3:3.8b,local,1000,India,55.380304,2.991,95.709,75.823,0.0001558296293,560.9866654
run_1_repetition_6,DONE,llama3.1:8b,local,500,Canada,46.4215,13.475,90.476,70.917,0.0001791755513,645.0319848
run_11_repetition_12,DONE,gemma:2b,remote,1000,Bruce Lee,9.860799,6.667,0.522,57.067,5.82E-06,2.10E+01
run_11_repetition_10,DONE,gemma:2b,remote,1000,Rihanna,9.90072,4.9,0.549,65.967,5.80E-06,2.09E+01
run_34_repetition_18,DONE,qwen2:7b,remote,500,Miley Cyrus,15.372096,2.312,0.161,57.575,1.52E-05,5.46E+01
run_41_repetition_15,DONE,mistral:7b,remote,1000,Stephen Hawking,14.277703,15.543,0.185,55.786,1.32E-05,4.75E+01
run_36_repetition_0,DONE,mistral:7b,local,100,Muhammad Ali,20.992512,3.2,85.33,72.7,2.45E-05,8.81E+01
run_12_repetition_9,DONE,gemma:7b,local,100,Jeffrey Dahmer,13.242327,3.733,89.878,86.2,1.17E-05,4.22E+01
run_7_repetition_8,DONE,gemma:2b,local,500,"Prince Philip, Duke of Edinburgh",16.579911,4.056,93.075,62.411,1.70E-05,6.11E+01
run_23_repetition_3,DONE,phi3:3.8b,remote,1000,Bruce Lee,17.632821,4.03,0.204,57.27,1.88E-05,6.77E+01
run_13_repetition_26,DONE,gemma:7b,local,500,How I Met Your Mother,38.792467,2.766,91.946,85.597,0.0001144044843,411.8561435
run_29_repetition_2,DONE,qwen2:1.5b,remote,1000,Vladimir Putin,9.870401,7.467,0.451,60.333,5.86E-06,2.11E+01
run_18_repetition_0,DONE,phi3:3.8b,local,100,Abraham Lincoln,13.266816,5.05,92.825,76.167,1.17E-05,4.20E+01
run_29_repetition_3,DONE,qwen2:1.5b,remote,1000,Jay-Z,10.999174,4.6,0.399,74.275,7.69E-06,2.77E+01
run_22_repetition_22,DONE,phi3:3.8b,remote,500,Canada,14.303257,5.057,0.255,52.2,1.33E-05,4.78E+01
run_4_repetition_23,DONE,llama3.1:8b,remote,500,Taylor Swift,15.389936,2.512,0.169,57.612,1.52E-05,5.45E+01
run_16_repetition_5,DONE,gemma:7b,remote,500,Darth Vader,13.195004,7.533,0.232,53.217,1.14E-05,4.12E+01
run_23_repetition_0,DONE,phi3:3.8b,remote,1000,How I Met Your Mother,17.641784,3.15,0.167,52.71,1.89E-05,6.82E+01
run_33_repetition_16,DONE,qwen2:7b,remote,100,Cristiano Ronaldo,10.970243,4.125,0.329,55.6,7.69E-06,2.77E+01
run_29_repetition_15,DONE,qwen2:1.5b,remote,1000,Mark Zuckerberg,9.88139,5.9,0.474,52.867,5.82E-06,2.09E+01
run_25_repetition_3,DONE,qwen2:1.5b,local,500,Taylor Swift,15.43466,4.462,94.467,61.287,1.52E-05,5.47E+01
run_9_repetition_29,DONE,gemma:2b,remote,100,Michael Jordan,8.783761,8.55,1.083,55.05,3.97E-06,1.43E+01
run_39_repetition_10,DONE,mistral:7b,remote,100,Charles Manson,8.758807,7.55,0.528,56.3,3.98E-06,1.43E+01
run_15_repetition_4,DONE,gemma:7b,remote,100,Mila Kunis,8.768608,9.8,0.687,56.45,3.97E-06,1.43E+01
run_36_repetition_29,DONE,mistral:7b,local,100,Earth,19.875422,3.158,72.192,68.3,2.26E-05,8.13E+01
run_28_repetition_8,DONE,qwen2:1.5b,remote,500,New York City,8.668165,9.55,0.647,56.85,3.95E-06,1.42E+01
run_27_repetition_22,DONE,qwen2:1.5b,remote,100,Mila Kunis,7.687441,15,1.254,64.4,2.11E-06,7.59E+00
run_12_repetition_27,DONE,gemma:7b,local,100,Bill Gates,17.73646,4.69,64.285,74.41,1.93E-05,6.96E+01
run_32_repetition_12,DONE,qwen2:7b,local,1000,List of highest-grossing films,71.958133,3.58,98.883,72.673,0.0002302781339,829.001282
run_22_repetition_3,DONE,phi3:3.8b,remote,500,Japan,14.319789,6.229,0.313,64.357,1.32E-05,4.76E+01
run_18_repetition_24,DONE,phi3:3.8b,local,100,Arnold Schwarzenegger,15.412946,4.562,83.831,63.8,1.53E-05,5.50E+01
run_19_repetition_29,DONE,phi3:3.8b,local,500,Russia,38.749326,3.234,93.852,76.01,0.0001067403349,384.2652055
run_26_repetition_15,DONE,qwen2:1.5b,local,1000,COVID-19 pandemic,17.650612,3.79,96.249,62.49,1.89E-05,6.81E+01
run_1_repetition_25,DONE,llama3.1:8b,local,500,"Meghan, Duchess of Sussex",47.587138,3.116,91.374,75.378,0.0001354308238,487.5509657
run_13_repetition_3,DONE,gemma:7b,local,500,Vietnam War,40.887598,3.123,86.352,72.845,0.0001010283553,363.702079
run_8_repetition_11,DONE,gemma:2b,local,1000,Abraham Lincoln,17.615698,5.01,86.364,64.86,1.89E-05,6.79E+01
run_0_repetition_2,DONE,llama3.1:8b,local,100,Lil Wayne,18.791211,3.209,63.291,72.109,2.08E-05,7.47E+01
run_8_repetition_7,DONE,gemma:2b,local,1000,United Kingdom,24.351879,5.613,89.423,62.581,5.65E-05,2.03E+02
run_4_repetition_17,DONE,llama3.1:8b,remote,500,Adolf Hitler,15.424692,3.088,0.204,53.925,1.51E-05,5.45E+01
run_28_repetition_18,DONE,qwen2:1.5b,remote,500,John Cena,8.762115,17.25,0.905,60.15,3.94E-06,1.42E+01
run_25_repetition_18,DONE,qwen2:1.5b,local,500,Winston Churchill,18.773546,3.445,96.395,61.836,2.08E-05,7.49E+01
run_14_repetition_26,DONE,gemma:7b,local,1000,Game of Thrones,43.201646,3.109,85.778,84.791,0.0001308511178,471.0640242
run_35_repetition_7,DONE,qwen2:7b,remote,1000,Vladimir Putin,16.509955,3.378,0.185,54.211,1.72E-05,6.21E+01
run_34_repetition_8,DONE,qwen2:7b,remote,500,The Big Bang Theory,14.276593,4.057,0.203,63.643,1.33E-05,4.78E+01
run_7_repetition_19,DONE,gemma:2b,local,500,Brad Pitt,21.014083,4.931,86.051,59.885,2.44E-05,8.77E+01
run_22_repetition_1,DONE,phi3:3.8b,remote,500,Ted Bundy,13.205821,4.117,0.077,58.333,1.14E-05,4.12E+01
run_35_repetition_0,DONE,qwen2:7b,remote,1000,Johnny Depp,18.787779,2.218,0.165,53.791,2.08E-05,7.48E+01
run_18_repetition_22,DONE,phi3:3.8b,local,100,How I Met Your Mother,15.494393,4.75,80.906,67.55,1.52E-05,5.48E+01
run_6_repetition_4,DONE,gemma:2b,local,100,Miley Cyrus,13.254848,6.267,72.363,65,1.15E-05,4.12E+01
run_18_repetition_2,DONE,phi3:3.8b,local,100,Barack Obama,14.332786,4.229,76.991,66.9,1.34E-05,4.83E+01
run_31_repetition_6,DONE,qwen2:7b,local,500,Charles III,44.318833,15.535,93.519,71.726,0.0001323712716,476.5365779
run_36_repetition_26,DONE,mistral:7b,local,100,Bruce Lee,18.769139,2.909,72.705,72.618,2.10E-05,7.54E+01
run_12_repetition_18,DONE,gemma:7b,local,100,Bill Gates,13.215514,3.683,92.131,77.817,1.16E-05,4.18E+01
run_9_repetition_0,DONE,gemma:2b,remote,100,Canada,7.641676,14.6,1.208,53,2.09E-06,7.54E+00
run_20_repetition_29,DONE,phi3:3.8b,local,1000,Kim Kardashian,61.79227,2.812,96.473,64.752,0.0001737193245,625.3895682
run_41_repetition_11,DONE,mistral:7b,remote,1000,Elvis Presley,15.437566,2.762,0.082,65.988,1.52E-05,5.46E+01
run_13_repetition_9,DONE,gemma:7b,local,500,Miley Cyrus,38.759742,9.448,90.828,83.476,0.0001136709277,409.2153398
run_17_repetition_0,DONE,gemma:7b,remote,1000,Ted Bundy,14.298724,5.1,0.195,55.271,1.32E-05,4.76E+01
run_35_repetition_14,DONE,qwen2:7b,remote,1000,Adolf Hitler,15.342369,3.412,0.175,51.612,1.51E-05,5.44E+01
run_33_repetition_4,DONE,qwen2:7b,remote,100,Jeffrey Dahmer,9.782344,4.633,0.435,55.233,5.84E-06,2.10E+01
run_41_repetition_18,DONE,mistral:7b,remote,1000,LeBron James,14.16685,13.186,2.939,45.186,1.33E-05,4.80E+01
run_12_repetition_13,DONE,gemma:7b,local,100,Elon Musk,16.60953,21.122,56.885,81.278,1.80E-05,6.50E+01
run_8_repetition_20,DONE,gemma:2b,local,1000,Barack Obama,22.095518,3.007,87.158,65.25,5.16E-05,1.86E+02
run_1_repetition_17,DONE,llama3.1:8b,local,500,John F. Kennedy,46.508008,3.058,90.916,75.7,0.0001346505158,484.7418568
run_11_repetition_27,DONE,gemma:2b,remote,1000,Charles III,9.858404,6.467,0.45,49.8,5.79E-06,2.09E+01
run_40_repetition_28,DONE,mistral:7b,remote,500,New York City,13.13408,3.983,0.217,63.867,1.14E-05,4.11E+01
run_17_repetition_29,DONE,gemma:7b,remote,1000,Cristiano Ronaldo,14.320288,2.871,0.282,63.643,1.33E-05,4.78E+01
run_4_repetition_26,DONE,llama3.1:8b,remote,500,Israel,15.373939,3.962,0.226,55.85,1.52E-05,5.46E+01
run_36_repetition_25,DONE,mistral:7b,local,100,"Meghan, Duchess of Sussex",16.573425,3.422,85.356,72.478,1.76E-05,6.32E+01
run_22_repetition_4,DONE,phi3:3.8b,remote,500,Bruce Lee,12.107806,4,0.406,60.12,9.51E-06,3.43E+01
run_40_repetition_13,DONE,mistral:7b,remote,500,Brad Pitt,14.304125,6.971,0.297,56.286,1.33E-05,4.78E+01
run_1_repetition_18,DONE,llama3.1:8b,local,500,Dwayne Johnson,36.535369,3.252,96.673,76.23,0.0001095706262,394.4542543
run_4_repetition_6,DONE,llama3.1:8b,remote,500,"Diana, Princess of Wales",14.295791,5.914,0.209,63.943,1.32E-05,4.77E+01
run_41_repetition_1,DONE,mistral:7b,remote,1000,Jennifer Aniston,15.362049,3.338,0.219,54.6,1.51E-05,5.45E+01
run_14_repetition_28,DONE,gemma:7b,local,1000,Tom Cruise,38.793434,2.728,92.365,84.99,0.0001135363053,408.7306989
run_32_repetition_25,DONE,qwen2:7b,local,1000,The Big Bang Theory,52.052377,3.388,92.447,72.646,0.0001607097817,578.555214
run_26_repetition_23,DONE,qwen2:1.5b,local,1000,Selena Gomez,16.543781,3.244,84.621,62.2,1.70E-05,6.12E+01
run_1_repetition_26,DONE,llama3.1:8b,local,500,Marilyn Monroe,36.523215,5.456,99.015,76.33,0.0001084898911,390.5636078
run_1_repetition_28,DONE,llama3.1:8b,local,500,Michael Jordan,44.240436,3.168,95.572,71.176,0.0001303950848,469.4223054
run_22_repetition_13,DONE,phi3:3.8b,remote,500,List of Marvel Cinematic Universe films,20.948254,3.454,0.145,52.669,2.45E-05,8.81E+01
run_25_repetition_7,DONE,qwen2:1.5b,local,500,Chernobyl disaster,14.373332,4.886,85.617,61.686,1.33E-05,4.80E+01
run_7_repetition_6,DONE,gemma:2b,local,500,Donald Trump,18.758298,3.236,87.203,65.155,2.08E-05,7.50E+01
run_0_repetition_23,DONE,llama3.1:8b,local,100,Tupac Shakur,14.309364,3.843,98.131,76.429,1.35E-05,4.87E+01
run_37_repetition_10,DONE,mistral:7b,local,500,Japan,47.601917,3.346,97.758,71.473,0.0001327970016,478.0692057
run_4_repetition_22,DONE,llama3.1:8b,remote,500,Mark Zuckerberg,13.159447,6.517,0.26,48.167,1.14E-05,4.11E+01
run_0_repetition_26,DONE,llama3.1:8b,local,100,Michael Jackson,14.33709,2.543,96.347,76.543,1.35E-05,4.87E+01
run_36_repetition_15,DONE,mistral:7b,local,100,United States,21.021176,2.838,76.484,73.369,2.50E-05,8.99E+01
run_7_repetition_21,DONE,gemma:2b,local,500,Titanic,20.95835,3.577,91.63,64.1,2.46E-05,8.86E+01
run_0_repetition_17,DONE,llama3.1:8b,local,100,Israel,18.797656,3.218,65.634,69.364,2.07E-05,7.46E+01
run_9_repetition_19,DONE,gemma:2b,remote,100,Charles Manson,7.579386,12.7,0.76,56.2,2.09E-06,7.52E+00
run_11_repetition_29,DONE,gemma:2b,remote,1000,Pablo Escobar,9.881187,7.667,0.477,55.133,5.83E-06,2.10E+01
run_30_repetition_21,DONE,qwen2:7b,local,100,Jennifer Aniston,23.187213,3.28,78.313,69.047,5.45E-05,1.96E+02
run_11_repetition_6,DONE,gemma:2b,remote,1000,Adolf Hitler,9.794668,4.567,0.461,57.967,5.83E-06,2.10E+01
run_8_repetition_2,DONE,gemma:2b,local,1000,Adolf Hitler,22.13416,3.814,91.197,65.229,5.18E-05,1.86E+02
run_31_repetition_15,DONE,qwen2:7b,local,500,"Diana, Princess of Wales",40.894389,2.765,89.536,72.306,0.0001356012226,488.1644015
run_22_repetition_21,DONE,phi3:3.8b,remote,500,Leonardo DiCaprio,15.411229,3.488,0.171,58.012,1.52E-05,5.46E+01
run_27_repetition_3,DONE,qwen2:1.5b,remote,100,Michael Jackson,7.606512,15.9,1.563,50,2.10E-06,7.55E+00
run_0_repetition_6,DONE,llama3.1:8b,local,100,Jeffrey Dahmer,15.456019,3.95,85.955,71.525,1.52E-05,5.48E+01
run_41_repetition_12,DONE,mistral:7b,remote,1000,Michael Jackson,15.428115,5.312,0.234,46.738,1.54E-05,5.54E+01
run_29_repetition_7,DONE,qwen2:1.5b,remote,1000,Abraham Lincoln,12.09546,3.66,0.371,55.88,9.51E-06,3.43E+01
run_35_repetition_16,DONE,qwen2:7b,remote,1000,William Shakespeare,15.439864,4.012,0.181,58.112,1.52E-05,5.48E+01
run_34_repetition_29,DONE,qwen2:7b,remote,500,Jay-Z,15.421907,33.7,0.164,58.588,1.56E-05,5.62E+01
run_34_repetition_16,DONE,qwen2:7b,remote,500,Queen Victoria,15.440167,3.812,0.208,54.388,1.51E-05,5.45E+01
run_3_repetition_25,DONE,llama3.1:8b,remote,100,Michael Jordan,7.637092,13.9,1.889,65.4,2.10E-06,7.55E+00
run_3_repetition_4,DONE,llama3.1:8b,remote,100,India,7.590685,47,1.338,49,2.18E-06,7.86E+00
run_23_repetition_9,DONE,phi3:3.8b,remote,1000,Harry Potter,18.756497,2.527,0.256,64.155,2.08E-05,7.48E+01
run_13_repetition_27,DONE,gemma:7b,local,500,How I Met Your Mother,38.817801,3.824,90.568,85.324,0.0001137110967,409.3599482
run_11_repetition_22,DONE,gemma:2b,remote,1000,Steve Jobs,9.874531,6.133,0.152,55.8,5.83E-06,2.10E+01
run_29_repetition_27,DONE,qwen2:1.5b,remote,1000,Michael Jordan,9.87309,7.033,0.507,57.9,5.82E-06,2.10E+01
run_40_repetition_19,DONE,mistral:7b,remote,500,Brad Pitt,14.282001,18.214,0.191,58.314,1.37E-05,4.92E+01
run_31_repetition_9,DONE,qwen2:7b,local,500,Will Smith,45.361273,3.706,92.067,72.86,0.0001332638814,479.749973
run_39_repetition_3,DONE,mistral:7b,remote,100,"Meghan, Duchess of Sussex",8.734577,13.3,0.919,64.55,3.96E-06,1.43E+01
run_7_repetition_28,DONE,gemma:2b,local,500,Australia,20.944526,12.462,90.077,64.754,2.45E-05,8.80E+01
run_0_repetition_24,DONE,llama3.1:8b,local,100,Winston Churchill,17.72111,2.96,67.495,72.59,1.93E-05,6.94E+01
run_11_repetition_14,DONE,gemma:2b,remote,1000,Michael Jackson,9.886492,5.633,0.454,57.6,5.82E-06,2.10E+01
run_41_repetition_26,DONE,mistral:7b,remote,1000,Tom Cruise,15.333599,2.937,0.057,56.1,1.51E-05,5.44E+01
run_33_repetition_3,DONE,qwen2:7b,remote,100,Harry Potter,9.781642,5.767,0.419,57.067,5.80E-06,2.09E+01
run_34_repetition_26,DONE,qwen2:7b,remote,500,Winston Churchill,16.529582,2.422,0.165,54.633,1.70E-05,6.12E+01
run_18_repetition_18,DONE,phi3:3.8b,local,100,John F. Kennedy,16.583121,5.856,82.872,75.078,1.74E-05,6.25E+01
run_29_repetition_0,DONE,qwen2:1.5b,remote,1000,Marilyn Monroe,9.873987,5.333,0.145,52.033,5.85E-06,2.10E+01
run_24_repetition_9,DONE,qwen2:1.5b,local,100,Tom Cruise,12.150757,7.24,82.867,54.62,9.58E-06,3.45E+01
run_2_repetition_27,DONE,llama3.1:8b,local,1000,Selena Gomez,74.236801,4.5,93.42,75.803,0.0002320780239,835.4808859
run_5_repetition_3,DONE,llama3.1:8b,remote,1000,France,24.291108,4.25,0.271,57.9,5.53E-05,1.99E+02
run_22_repetition_18,DONE,phi3:3.8b,remote,500,World War I,13.140006,5.383,0.243,65.05,1.14E-05,4.11E+01
run_6_repetition_15,DONE,gemma:2b,local,100,Kim Kardashian,9.905414,7.433,67.181,63.767,5.86E-06,2.11E+01
run_31_repetition_18,DONE,qwen2:7b,local,500,World War II,38.685152,2.952,88.347,72.452,0.000111971095,403.095942
run_29_repetition_10,DONE,qwen2:1.5b,remote,1000,Michael Jordan,9.875662,5.433,0.57,49.967,5.83E-06,2.10E+01
run_38_repetition_16,DONE,mistral:7b,local,1000,Breaking Bad,44.206393,3.321,98.485,75.288,0.0001269834819,457.1405348
run_41_repetition_6,DONE,mistral:7b,remote,1000,Abraham Lincoln,14.260236,12.143,0.189,52.614,1.36E-05,4.88E+01
run_9_repetition_8,DONE,gemma:2b,remote,100,Michael Jordan,8.745574,16.5,0.763,55.15,3.94E-06,1.42E+01
run_16_repetition_16,DONE,gemma:7b,remote,500,Jeffrey Dahmer,13.201875,4.367,0.214,55.7,1.14E-05,4.12E+01
run_25_repetition_20,DONE,qwen2:1.5b,local,500,Michael Jackson,17.671132,4.91,90.579,63.28,1.89E-05,6.80E+01
run_14_repetition_12,DONE,gemma:7b,local,1000,Singapore,40.98483,4.223,83.162,84.81,0.0001211763504,436.2348614
run_40_repetition_14,DONE,mistral:7b,remote,500,Albert Einstein,14.235937,2.943,0.196,64.043,1.33E-05,4.78E+01
run_8_repetition_15,DONE,gemma:2b,local,1000,Adolf Hitler,15.375806,4.262,95.628,63,1.53E-05,5.50E+01
run_2_repetition_12,DONE,llama3.1:8b,local,1000,Stephen Hawking,68.700046,2.9,93.062,76.154,0.0002123792449,764.5652817
run_26_repetition_18,DONE,qwen2:1.5b,local,1000,Queen Victoria,17.582223,4.79,91.837,51.06,1.89E-05,6.80E+01
run_5_repetition_4,DONE,llama3.1:8b,remote,1000,List of Marvel Cinematic Universe films,26.471795,25.656,0.374,51.667,2.97E-05,1.07E+02
run_23_repetition_17,DONE,phi3:3.8b,remote,1000,Earth,18.732532,17.391,0.202,54.991,2.11E-05,7.58E+01
run_34_repetition_14,DONE,qwen2:7b,remote,500,How I Met Your Mother,15.393676,3.037,0.176,64.712,1.51E-05,5.45E+01
run_11_repetition_4,DONE,gemma:2b,remote,1000,World War II,10.982488,5.925,0.568,46.625,7.70E-06,2.77E+01
run_8_repetition_13,DONE,gemma:2b,local,1000,Angelina Jolie,17.64695,3.1,100,63.94,1.90E-05,6.84E+01
run_19_repetition_20,DONE,phi3:3.8b,local,500,Albert Einstein,44.307249,6.006,96.663,76.112,0.0001209146386,435.2926989
run_21_repetition_7,DONE,phi3:3.8b,remote,100,Australia,8.762396,8.95,0.707,57,3.96E-06,1.43E+01
run_9_repetition_26,DONE,gemma:2b,remote,100,Vladimir Putin,7.612697,15.2,1.109,52.8,2.09E-06,7.52E+00
run_23_repetition_19,DONE,phi3:3.8b,remote,1000,Lionel Messi,12.069989,4.76,0.258,57.5,9.55E-06,3.44E+01
run_26_repetition_27,DONE,qwen2:1.5b,local,1000,Darth Vader,15.46318,3.475,88.327,55.038,1.51E-05,5.44E+01
run_37_repetition_14,DONE,mistral:7b,local,500,Canada,35.416036,2.815,95.616,75.323,8.86E-05,3.19E+02
run_8_repetition_19,DONE,gemma:2b,local,1000,Pablo Escobar,22.150536,4.8,90.48,63.136,5.20E-05,1.87E+02
run_34_repetition_20,DONE,qwen2:7b,remote,500,Canada,14.230241,2.7,0.173,54.714,1.33E-05,4.78E+01
run_40_repetition_6,DONE,mistral:7b,remote,500,Elvis Presley,14.271084,3.586,0.181,49.471,1.32E-05,4.76E+01
run_11_repetition_7,DONE,gemma:2b,remote,1000,World War II,10.963989,8.3,0.4,56.125,7.68E-06,2.76E+01
run_15_repetition_14,DONE,gemma:7b,remote,100,Vladimir Putin,8.733939,8.6,0.716,46.8,3.94E-06,1.42E+01
run_35_repetition_15,DONE,qwen2:7b,remote,1000,Cristiano Ronaldo,17.530115,14.72,0.039,57.74,1.88E-05,6.75E+01
run_25_repetition_14,DONE,qwen2:1.5b,local,500,Israel,12.128865,5.9,79.575,59.22,9.55E-06,3.44E+01
run_5_repetition_18,DONE,llama3.1:8b,remote,1000,Mark Zuckerberg,18.737743,2.382,0.192,65.255,2.07E-05,7.44E+01
run_33_repetition_25,DONE,qwen2:7b,remote,100,"Prince Philip, Duke of Edinburgh",9.873521,12.767,0.575,55.733,5.80E-06,2.09E+01
run_37_repetition_8,DONE,mistral:7b,local,500,Freddie Mercury,35.275369,2.75,97.376,74.846,8.88E-05,3.20E+02
run_2_repetition_0,DONE,llama3.1:8b,local,1000,China,68.687913,3.364,94.36,75.816,0.000213270229,767.7728244
run_5_repetition_27,DONE,llama3.1:8b,remote,1000,Barack Obama,16.484402,11.089,0.155,46.878,1.70E-05,6.11E+01
run_12_repetition_19,DONE,gemma:7b,local,100,Bruce Lee,18.841241,4.509,77.813,84.155,2.12E-05,7.62E+01
run_28_repetition_11,DONE,qwen2:1.5b,remote,500,Australia,9.857271,5.767,0.629,63.233,5.82E-06,2.10E+01
run_6_repetition_10,DONE,gemma:2b,local,100,Academy Awards,11.055724,4.925,71.785,58.25,7.73E-06,2.78E+01
run_10_repetition_18,DONE,gemma:2b,remote,500,Selena Gomez,9.804047,7.033,0.587,57.933,5.82E-06,2.09E+01
run_33_repetition_9,DONE,qwen2:7b,remote,100,Charles Manson,12.040898,4.4,0.299,56,9.56E-06,3.44E+01
run_37_repetition_28,DONE,mistral:7b,local,500,Tupac Shakur,43.138661,3.515,90.39,75.127,0.0001257426905,452.6736858
run_33_repetition_22,DONE,qwen2:7b,remote,100,Michael Jackson,10.980125,4.1,0.338,55.125,7.69E-06,2.77E+01
run_33_repetition_2,DONE,qwen2:7b,remote,100,Albert Einstein,11.008081,5.275,0.463,61.925,7.69E-06,2.77E+01
run_32_repetition_4,DONE,qwen2:7b,local,1000,India,46.463719,3.397,90.567,71.178,0.0001352295744,486.8264679
run_26_repetition_22,DONE,qwen2:1.5b,local,1000,John Cena,15.432059,4.65,92.748,54.5,1.53E-05,5.49E+01
run_2_repetition_2,DONE,llama3.1:8b,local,1000,Vietnam War,73.123862,18.497,94.805,76.1,0.0002314146677,833.0928036
run_7_repetition_22,DONE,gemma:2b,local,500,Mark Zuckerberg,18.726708,8.436,86.408,64.964,2.07E-05,7.46E+01
run_13_repetition_24,DONE,gemma:7b,local,500,Elizabeth II,39.880043,3.613,84.535,84.91,0.000114769685,413.170866
run_20_repetition_27,DONE,phi3:3.8b,local,1000,List of Marvel Cinematic Universe films,80.899621,3.622,96.885,75.852,0.000225074537,810.2683333
run_10_repetition_28,DONE,gemma:2b,remote,500,Lionel Messi,9.806558,5.233,0.479,54.4,5.80E-06,2.09E+01
run_20_repetition_2,DONE,phi3:3.8b,local,1000,Breaking Bad,48.745081,2.934,94.334,76.174,0.0001282866679,461.8320045
run_37_repetition_3,DONE,mistral:7b,local,500,Mila Kunis,46.524805,3.997,91.807,74.831,0.0001305648527,470.0334696
run_19_repetition_13,DONE,phi3:3.8b,local,500,Mila Kunis,58.728147,3.349,97.366,67.945,0.0001670692559,601.4493214
run_23_repetition_23,DONE,phi3:3.8b,remote,1000,Kim Kardashian,14.272574,6.343,0.179,57.757,1.32E-05,4.76E+01
run_31_repetition_12,DONE,qwen2:7b,local,500,Canada,43.149854,4.055,90.912,70.33,0.0001300018758,468.0067528
run_13_repetition_13,DONE,gemma:7b,local,500,Jay-Z,41.008071,3.394,86.38,84.61,0.0001393539173,501.6741024
run_32_repetition_2,DONE,qwen2:7b,local,1000,Russia,56.480121,2.916,92.094,72.202,0.0001650569147,594.2048928
run_0_repetition_11,DONE,llama3.1:8b,local,100,William Shakespeare,18.787702,3.455,63.45,70.136,2.08E-05,7.48E+01
run_28_repetition_12,DONE,qwen2:1.5b,remote,500,Joe Biden,10.960329,20.575,0.12,61.75,7.88E-06,2.84E+01
run_28_repetition_19,DONE,qwen2:1.5b,remote,500,"Meghan, Duchess of Sussex",8.732781,34.35,0.823,55.1,4.07E-06,1.46E+01
run_19_repetition_6,DONE,phi3:3.8b,local,500,"Meghan, Duchess of Sussex",33.240229,4.117,92.656,76.104,8.12E-05,2.92E+02
run_2_repetition_19,DONE,llama3.1:8b,local,1000,Justin Bieber,65.348258,3.043,93.637,75.611,0.0001910391719,687.7410187
run_6_repetition_20,DONE,gemma:2b,local,100,Manchester United F.C.,13.225206,7.083,68.113,65.1,1.14E-05,4.11E+01
run_40_repetition_26,DONE,mistral:7b,remote,500,Jennifer Aniston,13.191388,7.2,0.273,56.5,1.14E-05,4.09E+01
run_33_repetition_14,DONE,qwen2:7b,remote,100,"Prince Philip, Duke of Edinburgh",10.903718,4.25,0.3,54.975,7.66E-06,2.76E+01
run_17_repetition_10,DONE,gemma:7b,remote,1000,John F. Kennedy,14.298763,5.871,0.19,53,1.32E-05,4.76E+01
run_40_repetition_11,DONE,mistral:7b,remote,500,Harry Potter,14.311883,4.014,0.235,53.286,1.33E-05,4.78E+01
run_3_repetition_23,DONE,llama3.1:8b,remote,100,Keanu Reeves,8.748568,8.45,0.737,65.4,3.97E-06,1.43E+01
run_10_repetition_20,DONE,gemma:2b,remote,500,Vietnam War,9.825011,10.7,0.138,55.833,5.82E-06,2.10E+01
